Category,Brand,Model,Origin,Key_Specs,Socket_Slot,Power_Watts
Case,Lian Li,O11 Vision Black,Đài Loan,Vỏ Bể Cá 3 Mặt Kính Không Khung Viền Góc Cực Đẹp,ATX Case Form,0
Case,NZXT,H6 Flow Black,Mỹ,Vỏ Máy Thiết Kế Góc Vát Tối Ưu Airflow Độc Đáo Mới,ATX Case Form,0
GPU,ASUS,ROG Strix GeForce RTX 5080 OC,Đài Loan,16GB GDDR7 | Bản Custom Đỉnh Cao Led RGB Full Viền,PCIe 5.0 x16,420
GPU,MSI,GeForce RTX 5090 GAMING X TRIO,Đài Loan,32GB GDDR7 | Thiết Kế Hầm Hố Ép Xung Sẵn Sàng,PCIe 5.0 x16,620
GPU,Colorful,iGame GeForce RTX 5090 Vulcan,Trung Quốc,32GB GDDR7 | Kèm Màn Hình LCD Màu Thay Đổi Ảnh GIF,PCIe 5.0 x16,650
GPU,GIGABYTE,GeForce RTX 5070 Ti AORUS Master,Đài Loan,16GB GDDR7 | Thiết Kế Cánh Quạt Đảo Chiều,PCIe 5.0 x16,300
GPU,Zotac,GeForce RTX 5070 Twin Edge,Hong Kong,12GB GDDR7 | Bản 2 Quạt Nhỏ Gọn Cho Máy Nhỏ ITX,PCIe 5.0 x16,220
GPU,Galax,GeForce RTX 5060 Ti EX RGB,Hong Kong,8GB GDDR7 | Card Đồ Họa Phổ Thông Thế Hệ Mới,PCIe 5.0 x16,160
GPU,Inno3D,GeForce RTX 5060 Twin X2,Hong Kong,8GB GDDR7 | Bản Tiết Kiệm Điện Không Cần Nguồn Phụ Khủng,PCIe 5.0 x8,120
GPU,NVIDIA,Blackwell B200 GPU Enterprise,Mỹ,192GB HBM3e | Siêu Chip Chạy AI & LLM Công Nghiệp,Server Slot,1000
GPU,NVIDIA,Blackwell B100 Tensor Core,Mỹ,144GB HBM3e | Chuyên Dụng Cho Trung Tâm Dữ Liệu,Server Slot,700
GPU,NVIDIA,Hopper H100 PCIe,Mỹ,80GB HBM3 | Quái Vật Đào Coin Và Huấn Luyện AI,PCIe 5.0 x16,350
GPU,NVIDIA,RTX 6000 Ada Generation,Mỹ,48GB GDDR6 | Card Workstation Chuyên Đồ Họa Kiến Trúc,PCIe 4.0 x16,300
GPU,AMD,Radeon PRO W7900,Mỹ,48GB GDDR6 | Card Đồ Họa Chuyên Dụng Cho Trạm Làm Việc AMD,PCIe 4.0 x16,295
GPU,GIGABYTE,RTX 4060 Ti EAGLE OC Ice,Đài Loan,8GB GDDR6 | Phiên Bản Vỏ Trắng Thiết Kế Băng Tuyết,PCIe 4.0 x8,160
GPU,Sapphire,Nitro+ Radeon RX 7900 GRE,Hong Kong,16GB GDDR6 | Bản Custom Đẹp Nhất Của Dòng GRE,PCIe 4.0 x16,275
GPU,XFX,Speedster QICK 309 RX 7600 XT,Mỹ,16GB GDDR6 | Thiết Kế 3 Quạt Dài Trực Diện Cực Mát,PCIe 4.0 x8,190
GPU,PowerColor,Liquid Devil RX 7900 XTX,Đài Loan,24GB GDDR6 | Có Sẵn Block Nước Custom Từ EKWB,PCIe 4.0 x16,355
GPU,Zotac,GTX 1660 Super Twin Fan,Hong Kong,6GB GDDR6 | Card Cũ Phổ Thừa Cho Cấu Hình Cỏ,PCIe 3.0 x16,125
GPU,Peladn,RTX 3070 Ti Gaming,Trung Quốc,8GB GDDR6X | Bản Custom Nội Địa Giá Rẻ Chống Cháy,PCIe 4.0 x16,290
GPU,AISURIX,RX 5500 XT 8GB,Trung Quốc,8GB GDDR6 | Card Đồ Họa Cỏ Giá Rẻ Phổ Biến Shopee,PCIe 4.0 x8,130
CPU,Intel,Core i9-14900KS,Mỹ,24 Cores 32 Threads | Phiên Bản Đặc Biệt Ép Xung Sẵn 6.2GHz,LGA1700,150
CPU,Intel,Core i7-14700F,Mỹ,20 Cores 28 Threads | Bản Không Ép Xung Tiết Kiệm Chi Phí,LGA1700,65
CPU,Intel,Core i5-14600KF,Mỹ,14 Cores 20 Threads | Up to 5.3GHz | Gaming Cận Cao Cấp,LGA1700,125
CPU,Intel,Core i5-13400,Mỹ,10 Cores 16 Threads | Có Tích Hợp Đồ Họa UHD 730,LGA1700,65
CPU,Intel,Core i5-12400,Mỹ,6 Cores 12 Threads | Có Card Onboard Chữa Cháy,LGA1700,65
CPU,Intel,Core i3-13100F,Mỹ,4 Cores 8 Threads | Up to 4.5GHz | Cấu Hình Văn Phòng Gaming,LGA1700,60
CPU,Intel,Core i7-10700F,Mỹ,8 Cores 16 Threads | Up to 4.8GHz | Combo Cỏ Đa Nhiệm,LGA1200,65
CPU,Intel,Core i5-10400,Mỹ,6 Cores 12 Threads | Chip Văn Phòng Đời 10 Cực Kỳ Phổ Biến,LGA1200,65
CPU,Intel,Core i7-4790K,Mỹ,4 Cores 8 Threads | Ông Vua Socket 1150 Hoài Cổ,LGA1150,88
CPU,Intel,Core i5-4570,Mỹ,4 Cores 4 Threads | Chip Cỏ Cắm Máy Trị LoL/Fifa Giá Rẻ,LGA1150,84
CPU,Intel,Core i3-4160,Mỹ,2 Cores 4 Threads | Chip Máy Tính Cỏ Siêu Tiết Kiệm,LGA1150,54
CPU,Intel,Core i7-3770K,Mỹ,4 Cores 8 Threads | Huyền Thoại Ép Xung Ivy Bridge Cũ,LGA1155,77
CPU,Intel,Core i5-3570,Mỹ,4 Cores 4 Threads | Combo Máy Tính Cũ Giá Vài Trăm Ngàn,LGA1155,77
CPU,Intel,Core i3-3220,Mỹ,2 Cores 4 Threads | Chip Siêu Cỏ Cho Học Sinh Đọc Báo,LGA1155,55
CPU,Intel,Xeon E5-2673 v4,Mỹ,20 Cores 40 Threads | 2.3GHz | Chuyên Treo Giả Lập Nox/LDPlayer,LGA2011-3,135
CPU,Intel,Xeon E5-2686 v4,Mỹ,18 Cores 36 Threads | 2.3GHz | Chạy Ảo Hóa Vmware Cũ,LGA2011-3,145
CPU,AMD,Ryzen 7 9800X3D,Mỹ,8 Cores 16 Threads | 3D V-Cache Thế Hệ Mới (Siêu Cấp Gaming),AM5,120
CPU,AMD,Ryzen 9 9900X,Mỹ,12 Cores 24 Threads | Kiến Trúc Zen 5 Mới Hiệu Năng Khủng,AM5,120
CPU,AMD,Ryzen 5 9600X,Mỹ,6 Cores 12 Threads | Chip Gaming Phổ Thông Thế Hệ Mới,AM5,65
CPU,AMD,Ryzen 9 7900X3D,Mỹ,12 Cores 24 Threads | Chip Đồ Họa Kèm V-Cache Chơi Game,AM5,120
CPU,AMD,Ryzen 7 7700X,Mỹ,8 Cores 16 Threads | Up to 5.4GHz | Phân Khúc Cận Cao Cấp,AM5,105
CPU,AMD,Ryzen 5 7600X,Mỹ,6 Cores 12 Threads | Up to 5.3GHz | Lựa Chọn Đáng Giá Tầm Trung,AM5,105
CPU,AMD,Ryzen 9 5950X,Mỹ,16 Cores 32 Threads | Quái Vật Đa Nhiệm Trùm Cuối AM4,AM4,105
CPU,AMD,Ryzen 7 5700X,Mỹ,8 Cores 16 Threads | Đồ Họa Kiến Trúc Render Giá Tốt,AM4,65
CPU,AMD,Ryzen 5 5600,Mỹ,6 Cores 12 Threads | Chip Gaming Quốc Dân Thuần Túy,AM4,65
CPU,AMD,Ryzen 5 4500,Mỹ,6 Cores 12 Threads | Chip Chống Cháy Siêu Rẻ Không Onboard,AM4,65
CPU,AMD,Ryzen 3 3100,Mỹ,4 Cores 8 Threads | Lắp Cấu Hình Thấp Học Tập,AM4,65
RAM,Corsair,Dominator Titanium RGB 64GB,Mỹ,2x32GB | DDR5 | 7200MHz | Phiên Bản Trắng Luxury,DDR5 Slot,7
RAM,Corsair,Vengeance RGB DDR5 32GB,Mỹ,2x16GB | DDR5 | 6000MHz | Đèn Chạy Đồng Bộ iCUE,DDR5 Slot,5
RAM,Corsair,Vengeance LPX 32GB,Mỹ,2x16GB | DDR4 | 3200MHz | Thanh Đen Tối Giản Quốc Dân,DDR4 Slot,4
RAM,Corsair,Vengeance LPX 8GB,Mỹ,1x8GB | DDR4 | 2400MHz | RAM Cỏ Lắp Máy Văn Phòng,DDR4 Slot,3
RAM,G.Skill,Trident Z5 RGB 32GB,Đài Loan,2x16GB | DDR5 | 6800MHz | Thanh RAM Gaming Đẹp Nhất,DDR5 Slot,5
RAM,G.Skill,Trident Z5 Royal Silver 32GB,Đài Loan,2x16GB | DDR5 | 8000MHz | Tản Nhôm Bạc Mặt Gương,DDR5 Slot,6
RAM,G.Skill,Trident Z RGB 16GB,Đài Loan,2x8GB | DDR4 | 3200MHz | Huyền Thoại Đèn LED DDR4,DDR4 Slot,4
RAM,G.Skill,Ripjaws V 16GB,Đài Loan,2x8GB | DDR4 | 3200MHz | Tản Nhôm Cắt Răng Cưa Hầm Hố,DDR4 Slot,3
RAM,G.Skill,Aegis 8GB,Đài Loan,1x8GB | DDR4 | 2666MHz | RAM Trần Dán Decal Tiết Kiệm,DDR4 Slot,3
RAM,Kingston,FURY Renegade RGB DDR5 32GB,Mỹ,2x16GB | DDR5 | 6400MHz | Độ Trễ Cực Thấp CL32,DDR5 Slot,5
RAM,Kingston,FURY Beast DDR5 16GB,Mỹ,1x16GB | DDR5 | 5600MHz | Thanh Đơn Nâng Cấp Dần,DDR5 Slot,4
RAM,Kingston,FURY Beast RGB 16GB,Mỹ,2x8GB | DDR4 | 3200MHz | Kit RAM DDR4 Gaming Phổ Biến,DDR4 Slot,4
RAM,Kingston,ValueRAM DDR4 16GB,Mỹ,1x16GB | DDR4 | 2666MHz | Bản Bo Mạch Xanh Không Tản,DDR4 Slot,3
RAM,Kingston,KVR DDR3 4GB,Mỹ,1x4GB | DDR3 | 1333MHz | Thanh RAM Cỏ Cho PC Đời Cũ,DDR3 Slot,2
RAM,TeamGroup,T-Force Delta RGB DDR5 32GB,Mỹ,2x16GB | DDR5 | 6000MHz | Thiết Kế Cánh Chim Màu Trắng,DDR5 Slot,5
RAM,TeamGroup,T-Force Vulcan Z 16GB,Đài Loan,1x16GB | DDR4 | 3200MHz | Tản Nhôm Đỏ Nhám Cực Bền,DDR4 Slot,3
RAM,ADATA,XPG Lancer RGB DDR5 32GB,Đài Loan,2x16GB | DDR5 | 6000MHz | Khối Tản Dày Đèn LED Đẹp,DDR5 Slot,5
RAM,ADATA,XPG Spectrix D50 16GB,Đài Loan,2x8GB | DDR4 | 3200MHz | Thiết Kế Cắt Kim Cương Xám,DDR4 Slot,4
RAM,Crucial,Pro DDR5 Kit 32GB,Mỹ,2x16GB | DDR5 | 5600MHz | Có Sẵn Tản Nhôm Đen Cấu Hình Thấp,DDR5 Slot,4
RAM,Crucial,CT8G4DFS8266 8GB,Mỹ,1x8GB | DDR4 | 2666MHz | RAM Trần Thần Thánh Siêu Bền,DDR4 Slot,3
RAM,Patriot,Viper Steel 16GB,Mỹ,2x8GB | DDR4 | 3600MHz | Bus Cao Tối Ưu Cho Chip AMD Cũ,DDR4 Slot,4
RAM,Lexar,Ares RGB DDR5 32GB,Mỹ,2x16GB | DDR5 | 6400MHz | Ép Xung Sẵn Hỗ Trợ Intel XMP 3.0,DDR5 Slot,5
RAM,Kingmax,DDR4 Heatsink 8GB,Đài Loan,1x8GB | DDR4 | 3200MHz | Tản Nhôm Xám Cơ Bản Giá Rẻ,DDR4 Slot,3
RAM,Hiksemi,Armor DDR4 16GB,Trung Quốc,2x8GB | DDR4 | 3200MHz | Kit RAM LED Giá Rẻ Nội Địa,DDR4 Slot,4
RAM,Netac,Shadow RGB 16GB,Trung Quốc,2x8GB | DDR4 | 3200MHz | Bản Có Đèn Giá Cực Mềm Shopee,DDR4 Slot,4
RAM,Juhor,Slayer RGB DDR4 16GB,Trung Quốc,2x8GB | DDR4 | 3600MHz | In Hình Nhân Vật Anime Chibi,DDR4 Slot,4
RAM,Asgard,Loki W2 RGB 16GB,Trung Quốc,2x8GB | DDR4 | 3200MHz | Dòng RAM Nội Địa Đèn Nhảy Đẹp,DDR4 Slot,4
RAM,Klevv,Cras XR RGB 16GB,Hàn Quốc,2x8GB | DDR4 | 3600MHz | Thiết Kế Thanh Tròn Đèn Độc Đáo,DDR4 Slot,4
Storage,Samsung,990 PRO HeatSink 2TB,Hàn Quốc,NVMe PCIe Gen 4.0 | Bản Tích Hợp Tản Nhôm Hầm Hố,M.2 NVMe Slot,8
Storage,Samsung,980 PCIe Gen 3.0 1TB,Hàn Quốc,NVMe PCIe Gen 3.0 | Độ Ổn Định Đỉnh Cao Không Cache,M.2 NVMe Slot,6
Storage,Samsung,870 EVO 1TB,Hàn Quốc,SSD 2.5 inch SATA 3 | Ổ Cứng Chạy Máy Ảo Bền Vô Đối,SATA 3 Port,4
Storage,Samsung,870 QVO 2TB,Hàn Quốc,SSD 2.5 inch SATA 3 | Dung Lượng Cao Giá Tốt Lưu Dữ Liệu,SATA 3 Port,4
Storage,SK Hynix,Platinum P41 2TB,Hàn Quốc,NVMe PCIe Gen 4.0 | Tốc Độ 7500MB/s Chuẩn Hàn Quốc,M.2 NVMe Slot,8
Storage,Crucial,T700 PCIe Gen 5 2TB,Mỹ,NVMe PCIe Gen 5.0 | Đọc Ghi 12400MB/s Siêu Tốc Độ,M.2 NVMe Slot,12
Storage,Crucial,P3 Plus 1TB,Mỹ,NVMe PCIe Gen 4.0 | Lựa Chọn Phổ Thông Đáng Tiền,M.2 NVMe Slot,5
Storage,Crucial,BX500 480GB,Mỹ,SSD 2.5 inch SATA 3 | Ổ Cứng Cỏ Thay Thế HDD Cho Laptop,SATA 3 Port,3
Storage,Western Digital,WD_BLACK SN850X 2TB,Mỹ,NVMe PCIe Gen 4.0 | Trùm Cuối Tốc Độ Cho Máy Gaming,M.2 NVMe Slot,8
Storage,Western Digital,WD Blue SN580 1TB,Mỹ,NVMe PCIe Gen 4.0 | Dòng Tầm Trung Bán Chạy Nhất,M.2 NVMe Slot,5
Storage,Western Digital,WD Green SN350 960GB,Mỹ,NVMe PCIe Gen 3.0 | Giá Rẻ Lưu Game Dung Lượng Lớn,M.2 NVMe Slot,4
Storage,Western Digital,WD Caviar Black 2TB HDD,Mỹ,Ổ Cơ 3.5 inch | 7200RPM | Độ Bền Chuẩn Black,SATA 3 Port,7
Storage,Western Digital,WD Purple 4TB HDD,Mỹ,Ổ Cơ 3.5 inch | Tối Ưu Ghi Đọc Chạy Liên Tục,SATA 3 Port,6
Storage,Western Digital,WD Ultrastar 8TB HDD,Mỹ,Ổ Cứng Cơ Khổng Lồ Chuyên Dụng Server Doanh Nghiệp,SATA 3 Port,9
Storage,SanDisk,Ultra 3D 1TB,Mỹ,SSD 2.5 inch SATA 3 | Chip Nhớ 3D NAND Cao Cấp Siêu Bền,SATA 3 Port,4
Storage,SanDisk,SSD Plus 480GB,Mỹ,SSD Cỏ Vỏ Nhựa Trơn Chống Cháy Giá Rẻ,SATA 3 Port,3
Storage,Kingston,KC3000 1TB,Mỹ,NVMe PCIe Gen 4.0 | Tốc Độ Đọc 7000MB/s Giá Siêu Hợp Lý,M.2 NVMe Slot,7
Storage,Kingston,NV2 1TB,Mỹ,NVMe PCIe Gen 4.0 | Ổ Cứng Quốc Dân Phá Giá Phổ Thông,M.2 NVMe Slot,5
Storage,Kingston,A400 480GB,Mỹ,SSD 2.5 inch SATA 3 | Ổ Nâng Cấp Máy Cũ Bán Chạy Nhất Việt Nam,SATA 3 Port,3
Storage,Lexar,NM790 1TB,Mỹ,NVMe PCIe Gen 4.0 | Tốc Độ Cao Tiết Kiệm Điện Không Cần Tản,M.2 NVMe Slot,6
Storage,Lexar,NM620 512GB,Mỹ,NVMe PCIe Gen 3.0 | Giá Rẻ Tốc Độ Ổn Định Lắp Máy Gaming,M.2 NVMe Slot,4
Storage,Lexar,NS100 120GB,Mỹ,SSD 2.5 inch SATA 3 | Ổ Siêu Cỏ Chỉ Để Cài Hệ Điều Hành Win,SATA 3 Port,3
Storage,Seagate,Barracuda 2TB HDD,Mỹ,Ổ Cứng Cơ 3.5 inch | 7200RPM | Lưu Trữ Phim Ảnh Nhạc,SATA 3 Port,6
Storage,Seagate,Barracuda Pro 10TB HDD,Mỹ,Ổ Cơ Dung Lượng Khủng Cho Dân Làm Đồ Họa Cần Lưu Trữ,SATA 3 Port,8
Storage,Seagate,IronWolf Pro 16TB HDD,Mỹ,Ổ Cơ Siêu Quái Vật Dung Lượng Cao Chạy Cho NAS,SATA 3 Port,10
Storage,Kioxia,Exceria G2 1TB,Nhật Bản,NVMe PCIe Gen 3.0 | Ổ Cứng Ngon Bổ Rẻ Có Sẵn Cache,M.2 NVMe Slot,5
Storage,ADATA,XPG SX8200 Pro 512GB,Đài Loan,NVMe PCIe Gen 3.0 | Có Sẵn Miếng Tản Nhôm Nhỏ,M.2 NVMe Slot,6
Storage,TeamGroup,MP33 256GB,Đài Loan,NVMe PCIe Gen 3.0 | Ổ Cắm Khe M.2 Giá Rẻ Để Tiết Kiệm Cáp,M.2 NVMe Slot,4
Storage,Silicon Power,Ace A55 512GB,Đài Loan,SSD 2.5 inch SATA 3 | Giá Mềm Độ Bền Ổn Định,SATA 3 Port,3
Storage,Hiksemi,Future 1TB,Trung Quốc,NVMe PCIe Gen 4.0 | Đọc 7450MB/s Tốc Độ Điên Rồ Giá Rẻ,M.2 NVMe Slot,6
Storage,Netac,N930E Pro 512GB,Trung Quốc,NVMe PCIe Gen 3.0 | Ổ NVMe Phổ Thông Cho Máy Giá Thấp,M.2 NVMe Slot,4
Storage,Fanxiang,S500 Pro 512GB,Trung Quốc,NVMe PCIe Gen 3.0 | Thiết Kế Đẹp Nội Địa Đọc Ổn,M.2 NVMe Slot,4
Storage,Kingspec,SATA III 512GB,Trung Quốc,SSD 2.5 inch | Thường Dùng Cho Dàn PC Gaming Cỏ,SATA 3 Port,4
Storage,Somnambulist,SATA III 240GB,Trung Quốc,Vua Ổ Cỏ Bán Phá Giá Trên Các Sàn Thương Mại,SATA 3 Port,3
Storage,XrayDisk,NVMe 256GB,Trung Quốc,NVMe PCIe Gen 3.0 | Ổ NVMe Giá Siêu Tốt AliExpress,M.2 NVMe Slot,4
Storage,Walram,SATA III 120GB,Trung Quốc,SSD Cỏ Giá Hơn 100 Ngàn Chống Điếc Cho Máy Cũ,SATA 3 Port,3
Storage,Kingmax,SMV32 480GB,Đài Loan,SSD 2.5 inch SATA 3 | Ổ Cứng Chạy Bền Bỉ Ít Lỗi Vặt,SATA 3 Port,3
Storage,Toshiba,P300 2TB HDD,Nhật Bản,Ổ Cơ 3.5 inch | Hoạt Động Êm Ái Bền Bỉ Theo Năm Tháng,SATA 3 Port,6
Cooling,Thermalright,Frozen Prism 360 Black,Đài Loan,Tản Nhiệt Nước AIO 360mm | Vua Phá Giá Tản Nước,CPU Fan Header,12
Cooling,Thermalright,Peerless Assassin 120 SE ARGB,Đài Loan,Tản Tháp Đôi Có LED Quạt Cực Kỳ Đẹp,CPU Fan Header,4
Cooling,Deepcool,Mystique 360,Trung Quốc,Tản Nước AIO 360mm | Có Màn Hình LCD Vuông Hiển Thị Chỉ Số,CPU Fan Header,16
Cooling,Deepcool,AK500 Digital,Trung Quốc,Tản Khí Tháp Đơn Lớn Có Mặt Số Điện Tử Độc Đáo,CPU Fan Header,4
Cooling,NZXT,Kraken 360 RGB Black,Mỹ,Tản Nước AIO Cao Cấp Màn Hình Tròn Hiển Thị Thông Số,CPU Fan Header,15
Cooling,NZXT,Kraken Elite 240 White,Mỹ,Tản Nước AIO 240mm Màn Hình LCD Siêu Nét Màu Trắng,CPU Fan Header,14
Cooling,Noctua,NH-D15S chromax.black,Áo,Tản Khí Tháp Đôi Thiết Kế Lệch Tối Ưu Khe Cắm RAM,CPU Fan Header,5
Cooling,Noctua,NH-L9i chromax.black,Áo,Tản Khí Siêu Nhỏ Lùn Chuyên Dụng Cho Dàn Máy ITX,CPU Fan Header,3
Cooling,be quiet!,Dark Rock Elite,Đức,Tản Khí Tháp Đôi Đỉnh Cao Có Led Tinh Tế Cực Yên Tĩnh,CPU Fan Header,6
Cooling,Arctic,Liquid Freezer III 420,Đức,Tản Nước AIO Siêu Khổng Lồ Két Nước 420mm Siêu Dày,CPU Fan Header,15
Cooling,Jonsbo,CR-1000 EVO ARGB,Trung Quốc,Bản Nâng Cấp LED Đồng Bộ Đổi Màu Theo Mainboard,CPU Fan Header,3
Cooling,Jonsbo,TG-360 ARGB White,Trung Quốc,Tản Nước AIO 360mm Màu Trắng Giá Siêu Ngon Bổ Rẻ,CPU Fan Header,12
Cooling,ID-Cooling,FX360 PRO,Trung Quốc,Tản Nước AIO 360mm Không Đèn LED Hướng Thực Dụng Giá Rẻ,CPU Fan Header,11
Cooling,ID-Cooling,SE-214-XT ARGB White,Trung Quốc,Tản Khí Quốc Dân Phiên Bản Màu Trắng Tuyết,CPU Fan Header,3
Cooling,Valkyrie,AIO VK-V360 Merlin,Trung Quốc,Tản Nước Cao Cấp Thiết Kế Phong Cách Anime Độc Lạ,CPU Fan Header,15
Cooling,Alseye,H120 AiO,Trung Quốc,Tản Nước AIO 120mm Nhỏ Gọn Cho Cấu Hình Thấp Ít Tỏa Nhiệt,CPU Fan Header,8
Cooling,PCCooler,K6 WH,Trung Quốc,Tản Khí 6 Ống Đồng Màu Trắng Có Sơn Phủ Chống Oxy Hóa,CPU Fan Header,4
Cooling,VSP,V400 Plus Pink,Việt Nam,Tản Nhiệt Khí Tháp Đơn Phiên Bản Sơn Hồng Cho Máy Con Gái,CPU Fan Header,3
Cooling,Xigmatek,Air Killer Pro Arctic,Đài Loan,Tản Khí 4 Ống Đồng Toàn Thân Trắng Led RGB,CPU Fan Header,3
Cooling,Cooler Master,MasterLiquid ML360 Illusion,Đài Loan,Tản Nước Đèn LED Pump Dạng Vòm Kính Trong Suốt,CPU Fan Header,14
GPU,GIGABYTE,GeForce RTX 5090 AERO OC,Đài Loan,32GB GDDR7 | Phiên Bản Siêu Cấp Thiết Kế Màu Trắng Tuyết,PCIe 5.0 x16,600
GPU,MSI,GeForce RTX 5080 GAMING SLIM,Đài Loan,16GB GDDR7 | Thiết Kế Nhỏ Gọn Giảm Độ Dày Băng Thông Cao,PCIe 5.0 x16,380
GPU,Maxsun,GeForce RTX 5070 Ti iCraft OC,Trung Quốc,16GB GDDR7 | Vỏ Trắng Thiết Kế Họa Tiết Waifu Anime,PCIe 5.0 x16,280
GPU,Yeston,GeForce RTX 5070 Sakura Edition,Trung Quốc,12GB GDDR7 | Tản Nhiệt 3 Quạt Họa Tiết Hoa Anh Đào Hồng,PCIe 5.0 x16,220
GPU,ASRock,GeForce RTX 5060 Ti Challenger,Đài Loan,8GB GDDR7 | Bản 2 Quạt Giá Rẻ Dành Cho Cấu Hình Phổ Thông,PCIe 5.0 x16,150
GPU,Colorful,GeForce RTX 5060 NB EX,Trung Quốc,8GB GDDR7 | Bản Thiết Kế Đen Đỏ Góc Cạnh Quốc Dân Đời Mới,PCIe 5.0 x8,115
GPU,NVIDIA,Blackwell B200 NVL72 Architecture,Mỹ,Khối Máy Chủ AI Gồm 72 GPU Blackwell Kết Nối NVLink,Server Cabinet,40000
GPU,NVIDIA,Grace Hopper GH200 Grace CPU,Mỹ,Hệ Thống Siêu Chip Kết Hợp CPU Grace Và GPU Hopper,Siêu Máy Chủ,450
GPU,NVIDIA,Tensor Core A100 80GB,Mỹ,80GB HBM2e | Huyền Thoại Chạy Mô Hình Học Sâu Deep Learning,PCIe 4.0 x16,300
GPU,NVIDIA,Data Center GPU L40S,Mỹ,48GB GDDR6 | Chuyên Dụng Cho Xử Lý Đồ Họa Đám Mây Và Generative AI,PCIe 4.0 x16,350
GPU,AMD,Instinct MI300X Accelerator,Mỹ,192GB HBM3 | Siêu Chip Tính Toán Đối Đầu Trực Diện H100,Server Slot,750
GPU,PNY,GeForce RTX 5090 XLR8 Gaming,Mỹ,32GB GDDR7 | Linh Kiện Chuẩn Công Nghiệp Độ Bền Siêu Cao,PCIe 5.0 x16,600
GPU,Gainward,GeForce RTX 5080 Phoenix,Đài Loan,16GB GDDR7 | Thiết Kế Hệ Thống Đèn LED Cánh Phượng Hoàng,PCIe 5.0 x16,400
GPU,Zotac,GeForce RTX 5070 Ti AMP Extreme,Hong Kong,16GB GDDR7 | Thiết Kế Bo Tròn Khổng Lồ Đèn RGB Độc Lạ,PCIe 5.0 x16,300
GPU,Palit,GeForce RTX 5060 Dual OC,Đài Loan,8GB GDDR7 | Bản Ép Xung Sẵn Phân Khúc Giá Tốt Châu Âu,PCIe 5.0 x8,125
GPU,XFX,Speedster MERC310 RX 7900 XTX,Mỹ,24GB GDDR6 | Bản Custom Nhôm Đen Nhám Hầm Hố Dài 34cm,PCIe 4.0 x16,355
GPU,PowerColor,Fighter Radeon RX 7700 XT,Đài Loan,12GB GDDR6 | Bản 2 Quạt Giá Tiết Kiệm Cân Game 2K,PCIe 4.0 x16,245
GPU,Sapphire,Pure Radeon RX 7700 XT,Hong Kong,12GB GDDR6 | Bản Custom Thiết Kế Trắng Tinh Khôi Đèn LED Đỏ,PCIe 4.0 x16,240
GPU,Inno3D,GeForce RTX 4070 Ti SUPER Twin X2,Hong Kong,16GB GDDR6X | Thiết Kế 2 Quạt Hiếm Hoi Dòng Cao Cấp,PCIe 4.0 x16,285
GPU,Peladn,GeForce RTX 3050 8GB,Trung Quốc,8GB GDDR6 | Card Đồ Họa Phổ Thông Giá Mềm Chống Cháy,PCIe 4.0 x8,130
GPU,51Risc,GeForce RTX 4060 Ti Mini,Trung Quốc,8GB GDDR6 | Bản 1 Quạt Siêu Nhỏ Dành Cho Case ITX Cỏ,PCIe 4.0 x8,160
GPU,MLLSE,GeForce GTX 1660 Super Gaming,Trung Quốc,6GB GDDR6 | Card Đóng Lại Giá Rẻ Cho Phòng Net Cỏ,PCIe 3.0 x16,125
GPU,AISURIX,Radeon RX 590 8GB,Trung Quốc,8GB GDDR5 | Bản Ép Xung Bản RX 580 Cũ Giá Học Sinh,PCIe 3.0 x16,225
CPU,Intel,Core Ultra 9 285T,Mỹ,24 Cores 24 Threads | Phiên Bản Tiết Kiệm Điện Cho Máy Bộ,LGA1851,35
CPU,Intel,Core Ultra 7 265KF,Mỹ,20 Cores 20 Threads | Up to 5.5GHz | Không Có Card Onboard,LGA1851,125
CPU,Intel,Core Ultra 5 245KF,Mỹ,14 Cores 14 Threads | Chip Core Ultra 5 Ép Xung Giá Tốt,LGA1851,125
CPU,Intel,Core i9-14900F,Mỹ,24 Cores 32 Threads | Bản Không Ép Xung Cân Game Đồ Họa,LGA1700,65
CPU,Intel,Core i7-13700F,Mỹ,16 Cores 24 Threads | Đi Với Tản Khí Tầm Trung Mượt Mà,LGA1700,65
CPU,Intel,Core i5-13500,Mỹ,14 Cores 20 Threads | Vua Đa Nhiệm Phân Khúc Làm Việc Phổ Thông,LGA1700,65
CPU,Intel,Core i3-14100,Mỹ,4 Cores 8 Threads | Có Sẵn UHD Graphics 730 Máy Văn Phòng,LGA1700,60
CPU,Intel,Core i5-11400,Mỹ,6 Cores 12 Threads | Có Card Onboard Chống Cháy Đời Cũ,LGA1200,65
CPU,Intel,Core i7-10700,Mỹ,8 Cores 16 Threads | Combo Máy Cũ Hiệu Năng Tốt Đa Nhiệm,LGA1200,65
CPU,Intel,Core i3-10100F,Mỹ,4 Cores 8 Threads | Huyền Thoại Máy Cỏ Chống Điếc Cho Game Thủ,LGA1200,65
CPU,Intel,Core i7-4770,Mỹ,4 Cores 8 Threads | Chip Máy Cũ Cày Cuốc Giả Lập Một Thời,LGA1150,84
CPU,Intel,Core i5-4440,Mỹ,4 Cores 4 Threads | Linh Kiện Siêu Cỏ Chiến Game Esport Nhẹ,LGA1150,84
CPU,Intel,Core i7-3770,Mỹ,4 Cores 8 Threads | Combo Nâng Cấp Tối Đa Cho Main H61 Cỏ,LGA1155,77
