category_original,category,brand,brand_slug,model,name,product_slug,chip_vendor_slug,origin_name_vi,origin_code,key_specs,socket_slot,power_watts,source_name,source_url,data_confidence,msrp_vnd,base_local_price_vnd,base_used_price_vnd,supplier_cost_vnd,base_performance_score,base_power_watts,base_heat_score,base_reliability_score,used_demand_score,mining_popularity_score,depreciation_rate,real_specs_json,game_balance_json,image_url,notes
RAM,RAM,Corsair,corsair,Vengeance LPX 16GB,Corsair Vengeance LPX 16GB,corsair-vengeance-lpx-16gb,,Mỹ,US,2x8GB | DDR4 | 3200MHz | Bản Tối Giản Không LED,DDR4 Slot,4,Manual curated sheet,,MANUAL,,,,,59,4,32,88,65,0,10,"{""raw_key_specs"":""2x8GB | DDR4 | 3200MHz | Bản Tối Giản Không LED"",""socket_slot"":""DDR4 Slot"",""power_watts"":4,""module_count"":2,""module_capacity_gb"":8,""capacity_gb"":16,""kit_config"":""2x8GB"",""memory_type"":""DDR4"",""speed_mhz"":3200,""memory_slot"":""DDR4 Slot""}","{""base_performance_score"":59,""base_power_watts"":4,""base_heat_score"":32,""base_reliability_score"":88,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
RAM,RAM,G.Skill,g-skill,Trident Z5 Royal 32GB,G.Skill Trident Z5 Royal 32GB,g-skill-trident-z5-royal-32gb,,Đài Loan,TW,2x16GB | DDR5 | 8000MHz | Viền Đá Quý Luxury,DDR5 Slot,6,Manual curated sheet,,MANUAL,,,,,95,6,38,78,65,0,10,"{""raw_key_specs"":""2x16GB | DDR5 | 8000MHz | Viền Đá Quý Luxury"",""socket_slot"":""DDR5 Slot"",""power_watts"":6,""module_count"":2,""module_capacity_gb"":16,""capacity_gb"":32,""kit_config"":""2x16GB"",""memory_type"":""DDR5"",""speed_mhz"":8000,""memory_slot"":""DDR5 Slot""}","{""base_performance_score"":95,""base_power_watts"":6,""base_heat_score"":38,""base_reliability_score"":78,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
RAM,RAM,Kingston,kingston,FURY Beast RGB 16GB,Kingston FURY Beast RGB 16GB,kingston-fury-beast-rgb-16gb,,Mỹ,US,1x16GB | DDR5 | 5600MHz | Ram Quốc Dân,DDR5 Slot,4,Manual curated sheet,,MANUAL,,,,,79,4,32,88,65,0,10,"{""raw_key_specs"":""1x16GB | DDR5 | 5600MHz | Ram Quốc Dân"",""socket_slot"":""DDR5 Slot"",""power_watts"":4,""module_count"":1,""module_capacity_gb"":16,""capacity_gb"":16,""kit_config"":""1x16GB"",""memory_type"":""DDR5"",""speed_mhz"":5600,""memory_slot"":""DDR5 Slot""}","{""base_performance_score"":79,""base_power_watts"":4,""base_heat_score"":32,""base_reliability_score"":88,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
RAM,RAM,TeamGroup,teamgroup,T-Force Delta RGB 32GB,TeamGroup T-Force Delta RGB 32GB,teamgroup-t-force-delta-rgb-32gb,,Đài Loan,TW,2x16GB | DDR5 | 6000MHz | Thiết Kế Cánh Chim,DDR5 Slot,5,Manual curated sheet,,MANUAL,,,,,91,5,35,78,65,0,10,"{""raw_key_specs"":""2x16GB | DDR5 | 6000MHz | Thiết Kế Cánh Chim"",""socket_slot"":""DDR5 Slot"",""power_watts"":5,""module_count"":2,""module_capacity_gb"":16,""capacity_gb"":32,""kit_config"":""2x16GB"",""memory_type"":""DDR5"",""speed_mhz"":6000,""memory_slot"":""DDR5 Slot""}","{""base_performance_score"":91,""base_power_watts"":5,""base_heat_score"":35,""base_reliability_score"":78,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
RAM,RAM,Lexar,lexar,Thor OC 16GB,Lexar Thor OC 16GB,lexar-thor-oc-16gb,,Mỹ,US,2x8GB | DDR4 | 3600MHz | Tản Nhiệt Nhôm Xám Giá Tốt,DDR4 Slot,4,Manual curated sheet,,MANUAL,,,,,63,4,32,78,65,0,10,"{""raw_key_specs"":""2x8GB | DDR4 | 3600MHz | Tản Nhiệt Nhôm Xám Giá Tốt"",""socket_slot"":""DDR4 Slot"",""power_watts"":4,""module_count"":2,""module_capacity_gb"":8,""capacity_gb"":16,""kit_config"":""2x8GB"",""memory_type"":""DDR4"",""speed_mhz"":3600,""memory_slot"":""DDR4 Slot""}","{""base_performance_score"":63,""base_power_watts"":4,""base_heat_score"":32,""base_reliability_score"":78,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
RAM,RAM,Hiksemi,hiksemi,Armor DDR4 8GB,Hiksemi Armor DDR4 8GB,hiksemi-armor-ddr4-8gb,,Trung Quốc,CN,1x8GB | DDR4 | 3200MHz | Hàng Giá Rẻ Phổ Thông,DDR4 Slot,3,Manual curated sheet,,MANUAL,,,,,55,3,29,60,52,0,10,"{""raw_key_specs"":""1x8GB | DDR4 | 3200MHz | Hàng Giá Rẻ Phổ Thông"",""socket_slot"":""DDR4 Slot"",""power_watts"":3,""module_count"":1,""module_capacity_gb"":8,""capacity_gb"":8,""kit_config"":""1x8GB"",""memory_type"":""DDR4"",""speed_mhz"":3200,""memory_slot"":""DDR4 Slot""}","{""base_performance_score"":55,""base_power_watts"":3,""base_heat_score"":29,""base_reliability_score"":60,""used_demand_score"":52,""mining_popularity_score"":0,""depreciation_rate"":10}",,
RAM,RAM,Netac,netac,Shadow RGB 16GB,Netac Shadow RGB 16GB,netac-shadow-rgb-16gb,,Trung Quốc,CN,2x8GB | DDR4 | 3200MHz | Hàng Giá Rẻ Có LED,DDR4 Slot,4,Manual curated sheet,,MANUAL,,,,,59,4,32,60,65,0,10,"{""raw_key_specs"":""2x8GB | DDR4 | 3200MHz | Hàng Giá Rẻ Có LED"",""socket_slot"":""DDR4 Slot"",""power_watts"":4,""module_count"":2,""module_capacity_gb"":8,""capacity_gb"":16,""kit_config"":""2x8GB"",""memory_type"":""DDR4"",""speed_mhz"":3200,""memory_slot"":""DDR4 Slot""}","{""base_performance_score"":59,""base_power_watts"":4,""base_heat_score"":32,""base_reliability_score"":60,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
RAM,RAM,Juhor,juhor,Vanguard RGB 16GB,Juhor Vanguard RGB 16GB,juhor-vanguard-rgb-16gb,,Trung Quốc,CN,2x8GB | DDR4 | 3600MHz | Ram Nội Địa Giá Rẻ,DDR4 Slot,4,Manual curated sheet,,MANUAL,,,,,63,4,32,60,65,0,10,"{""raw_key_specs"":""2x8GB | DDR4 | 3600MHz | Ram Nội Địa Giá Rẻ"",""socket_slot"":""DDR4 Slot"",""power_watts"":4,""module_count"":2,""module_capacity_gb"":8,""capacity_gb"":16,""kit_config"":""2x8GB"",""memory_type"":""DDR4"",""speed_mhz"":3600,""memory_slot"":""DDR4 Slot""}","{""base_performance_score"":63,""base_power_watts"":4,""base_heat_score"":32,""base_reliability_score"":60,""used_demand_score"":65,""mining_popularity_score"":0,""depreciation_rate"":10}",,
Storage,STORAGE,Samsung,samsung,990 PRO 2TB,Samsung 990 PRO 2TB,samsung-990-pro-2tb,,Hàn Quốc,KR,NVMe PCIe Gen 4.0 | Đọc 7450MB/s | Ghi 6900MB/s,M.2 NVMe Slot,8,Manual curated sheet,,MANUAL,,,,,82,8,52,88,75,0,12,"{""raw_key_specs"":""NVMe PCIe Gen 4.0 | Đọc 7450MB/s | Ghi 6900MB/s"",""socket_slot"":""M.2 NVMe Slot"",""power_watts"":8,""storage_type"":""NVME_SSD"",""capacity_gb"":2048,""pcie_generation"":""Gen 4.0"",""sequential_read_mb_s"":7450,""sequential_write_mb_s"":6900,""storage_slot"":""M.2 NVMe Slot""}","{""base_performance_score"":82,""base_power_watts"":8,""base_heat_score"":52,""base_reliability_score"":88,""used_demand_score"":75,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,Samsung,samsung,990 EVO 1TB,Samsung 990 EVO 1TB,samsung-990-evo-1tb,,Hàn Quốc,KR,NVMe PCIe Gen 4.0/5.0 x2 | Tiết Kiệm Điện,M.2 NVMe Slot,6,Manual curated sheet,,MANUAL,,,,,82,6,44,88,75,0,12,"{""raw_key_specs"":""NVMe PCIe Gen 4.0/5.0 x2 | Tiết Kiệm Điện"",""socket_slot"":""M.2 NVMe Slot"",""power_watts"":6,""storage_type"":""NVME_SSD"",""capacity_gb"":1024,""pcie_generation"":""Gen 4.0"",""storage_slot"":""M.2 NVMe Slot""}","{""base_performance_score"":82,""base_power_watts"":6,""base_heat_score"":44,""base_reliability_score"":88,""used_demand_score"":75,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,Western Digital,western-digital,WD_BLACK SN850X 1TB,Western Digital WD_BLACK SN850X 1TB,western-digital-wd-black-sn850x-1tb,,Mỹ,US,NVMe PCIe Gen 4.0 | Chuyên Dụng Cho Gaming,M.2 NVMe Slot,8,Manual curated sheet,,MANUAL,,,,,82,8,52,88,75,0,12,"{""raw_key_specs"":""NVMe PCIe Gen 4.0 | Chuyên Dụng Cho Gaming"",""socket_slot"":""M.2 NVMe Slot"",""power_watts"":8,""storage_type"":""NVME_SSD"",""capacity_gb"":1024,""pcie_generation"":""Gen 4.0"",""storage_slot"":""M.2 NVMe Slot""}","{""base_performance_score"":82,""base_power_watts"":8,""base_heat_score"":52,""base_reliability_score"":88,""used_demand_score"":75,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,SanDisk,sandisk,Ultra 3D SATA III 1TB,SanDisk Ultra 3D SATA III 1TB,sandisk-ultra-3d-sata-iii-1tb,,Mỹ,US,SSD 2.5 inch | Đọc 560MB/s | Cắm Dây Cáp,SATA 3 Port,4,Manual curated sheet,,MANUAL,,,,,45,4,36,78,50,0,12,"{""raw_key_specs"":""SSD 2.5 inch | Đọc 560MB/s | Cắm Dây Cáp"",""socket_slot"":""SATA 3 Port"",""power_watts"":4,""storage_type"":""SATA_SSD"",""capacity_gb"":1024,""sequential_read_mb_s"":560,""storage_slot"":""SATA 3 Port""}","{""base_performance_score"":45,""base_power_watts"":4,""base_heat_score"":36,""base_reliability_score"":78,""used_demand_score"":50,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,Kingston,kingston,KC3000 1TB,Kingston KC3000 1TB,kingston-kc3000-1tb,,Mỹ,US,NVMe PCIe Gen 4.0 | Tốc Độ Cao P/P Cực Tốt,M.2 NVMe Slot,7,Manual curated sheet,,MANUAL,,,,,82,7,48,88,75,0,12,"{""raw_key_specs"":""NVMe PCIe Gen 4.0 | Tốc Độ Cao P/P Cực Tốt"",""socket_slot"":""M.2 NVMe Slot"",""power_watts"":7,""storage_type"":""NVME_SSD"",""capacity_gb"":1024,""pcie_generation"":""Gen 4.0"",""storage_slot"":""M.2 NVMe Slot""}","{""base_performance_score"":82,""base_power_watts"":7,""base_heat_score"":48,""base_reliability_score"":88,""used_demand_score"":75,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,Crucial,crucial,P3 Plus 500GB,Crucial P3 Plus 500GB,crucial-p3-plus-500gb,,Mỹ,US,NVMe PCIe Gen 4.0 | Phân Khúc Giá Rẻ Chính Hãng,M.2 NVMe Slot,5,Manual curated sheet,,MANUAL,,,,,82,5,40,88,75,0,12,"{""raw_key_specs"":""NVMe PCIe Gen 4.0 | Phân Khúc Giá Rẻ Chính Hãng"",""socket_slot"":""M.2 NVMe Slot"",""power_watts"":5,""storage_type"":""NVME_SSD"",""capacity_gb"":500,""pcie_generation"":""Gen 4.0"",""storage_slot"":""M.2 NVMe Slot""}","{""base_performance_score"":82,""base_power_watts"":5,""base_heat_score"":40,""base_reliability_score"":88,""used_demand_score"":75,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,Kioxia,kioxia,Exceria G2 1TB,Kioxia Exceria G2 1TB,kioxia-exceria-g2-1tb,,Nhật Bản,JP,NVMe PCIe Gen 3.0 | Ổ Cứng Ngon Bổ Rẻ Thần Thánh,M.2 NVMe Slot,5,Manual curated sheet,,MANUAL,,,,,65,5,40,78,75,0,12,"{""raw_key_specs"":""NVMe PCIe Gen 3.0 | Ổ Cứng Ngon Bổ Rẻ Thần Thánh"",""socket_slot"":""M.2 NVMe Slot"",""power_watts"":5,""storage_type"":""NVME_SSD"",""capacity_gb"":1024,""pcie_generation"":""Gen 3.0"",""storage_slot"":""M.2 NVMe Slot""}","{""base_performance_score"":65,""base_power_watts"":5,""base_heat_score"":40,""base_reliability_score"":78,""used_demand_score"":75,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,Seagate,seagate,Barrauda 2TB HDD,Seagate Barrauda 2TB HDD,seagate-barrauda-2tb-hdd,,Mỹ,US,Ổ Cứng Cơ 3.5 inch | 7200RPM | Lưu Trữ Dữ Liệu,SATA 3 Port,7,Manual curated sheet,,MANUAL,,,,,25,7,48,78,50,0,12,"{""raw_key_specs"":""Ổ Cứng Cơ 3.5 inch | 7200RPM | Lưu Trữ Dữ Liệu"",""socket_slot"":""SATA 3 Port"",""power_watts"":7,""storage_type"":""HDD"",""capacity_gb"":2048,""rpm"":7200,""storage_slot"":""SATA 3 Port""}","{""base_performance_score"":25,""base_power_watts"":7,""base_heat_score"":48,""base_reliability_score"":78,""used_demand_score"":50,""mining_popularity_score"":0,""depreciation_rate"":12}",,Suspicious model spelling: Barrauda may mean Barracuda; preserved from raw sheet.
Storage,STORAGE,Hiksemi,hiksemi,Future 1TB,Hiksemi Future 1TB,hiksemi-future-1tb,,Trung Quốc,CN,NVMe PCIe Gen 4.0 | Tốc Độ 7450MB/s Giá Siêu Tốt,M.2 NVMe Slot,6,Manual curated sheet,,MANUAL,,,,,82,6,44,60,75,0,12,"{""raw_key_specs"":""NVMe PCIe Gen 4.0 | Tốc Độ 7450MB/s Giá Siêu Tốt"",""socket_slot"":""M.2 NVMe Slot"",""power_watts"":6,""storage_type"":""NVME_SSD"",""capacity_gb"":1024,""pcie_generation"":""Gen 4.0"",""storage_slot"":""M.2 NVMe Slot""}","{""base_performance_score"":82,""base_power_watts"":6,""base_heat_score"":44,""base_reliability_score"":60,""used_demand_score"":75,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,Somnambulist,somnambulist,SATA III 120GB,Somnambulist SATA III 120GB,somnambulist-sata-iii-120gb,,Trung Quốc,CN,SSD 2.5 inch | Ổ Cỏ Siêu Rẻ Chỉ Hơn 100k,SATA 3 Port,3,Manual curated sheet,,MANUAL,,,,,45,3,32,60,50,0,12,"{""raw_key_specs"":""SSD 2.5 inch | Ổ Cỏ Siêu Rẻ Chỉ Hơn 100k"",""socket_slot"":""SATA 3 Port"",""power_watts"":3,""storage_type"":""SATA_SSD"",""capacity_gb"":120,""storage_slot"":""SATA 3 Port""}","{""base_performance_score"":45,""base_power_watts"":3,""base_heat_score"":32,""base_reliability_score"":60,""used_demand_score"":50,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Storage,STORAGE,XrayDisk,xraydisk,NVMe 512GB,XrayDisk NVMe 512GB,xraydisk-nvme-512gb,,Trung Quốc,CN,NVMe PCIe Gen 3.0 | Ổ Cứng Giá Rẻ Trên Sàn TMĐT,M.2 NVMe Slot,5,Manual curated sheet,,MANUAL,,,,,65,5,40,60,75,0,12,"{""raw_key_specs"":""NVMe PCIe Gen 3.0 | Ổ Cứng Giá Rẻ Trên Sàn TMĐT"",""socket_slot"":""M.2 NVMe Slot"",""power_watts"":5,""storage_type"":""NVME_SSD"",""capacity_gb"":512,""pcie_generation"":""Gen 3.0"",""storage_slot"":""M.2 NVMe Slot""}","{""base_performance_score"":65,""base_power_watts"":5,""base_heat_score"":40,""base_reliability_score"":60,""used_demand_score"":75,""mining_popularity_score"":0,""depreciation_rate"":12}",,
Cooling,COOLER,Noctua,noctua,NH-D15 chromax.black,Noctua NH-D15 chromax.black,noctua-nh-d15-chromax-black,,Áo,AT,Tản Nhiệt Khí Tháp Đôi | Siêu Êm | Cân CPU Khủng,CPU Fan Header,5,Manual curated sheet,,MANUAL,,,,,80,5,40,88,70,0,9,"{""raw_key_specs"":""Tản Nhiệt Khí Tháp Đôi | Siêu Êm | Cân CPU Khủng"",""socket_slot"":""CPU Fan Header"",""power_watts"":5,""cooler_type"":""AIR"",""header"":""CPU Fan Header""}","{""base_performance_score"":80,""base_power_watts"":5,""base_heat_score"":40,""base_reliability_score"":88,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
Cooling,COOLER,Thermalright,thermalright,Peerless Assassin 120 SE,Thermalright Peerless Assassin 120 SE,thermalright-peerless-assassin-120-se,,Đài Loan,TW,Tản Nhiệt Khí Tháp Đôi | Vua Ngon Bổ Rẻ,CPU Fan Header,4,Manual curated sheet,,MANUAL,,,,,80,4,40,78,70,0,9,"{""raw_key_specs"":""Tản Nhiệt Khí Tháp Đôi | Vua Ngon Bổ Rẻ"",""socket_slot"":""CPU Fan Header"",""power_watts"":4,""cooler_type"":""AIR"",""header"":""CPU Fan Header""}","{""base_performance_score"":80,""base_power_watts"":4,""base_heat_score"":40,""base_reliability_score"":78,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
Cooling,COOLER,Deepcool,deepcool,LT720 ARGB,Deepcool LT720 ARGB,deepcool-lt720-argb,,Trung Quốc,CN,Tản Nhiệt Nước AIO 360mm | Vô Cực Khối,CPU Fan Header,15,Manual curated sheet,,MANUAL,,,,,88,15,36,78,70,0,9,"{""raw_key_specs"":""Tản Nhiệt Nước AIO 360mm | Vô Cực Khối"",""socket_slot"":""CPU Fan Header"",""power_watts"":15,""cooler_type"":""AIO"",""radiator_size_mm"":360,""header"":""CPU Fan Header""}","{""base_performance_score"":88,""base_power_watts"":15,""base_heat_score"":36,""base_reliability_score"":78,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
Cooling,COOLER,NZXT,nzxt,Kraken Elite 360 RGB,NZXT Kraken Elite 360 RGB,nzxt-kraken-elite-360-rgb,,Mỹ,US,Tản Nước AIO 360mm | Màn Hình LCD Tròn Thay Đổi GIF,CPU Fan Header,18,Manual curated sheet,,MANUAL,,,,,88,18,36,88,70,0,9,"{""raw_key_specs"":""Tản Nước AIO 360mm | Màn Hình LCD Tròn Thay Đổi GIF"",""socket_slot"":""CPU Fan Header"",""power_watts"":18,""cooler_type"":""AIO"",""radiator_size_mm"":360,""header"":""CPU Fan Header""}","{""base_performance_score"":88,""base_power_watts"":18,""base_heat_score"":36,""base_reliability_score"":88,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
Cooling,COOLER,Jonsbo,jonsbo,CR-1000 EVO RGB,Jonsbo CR-1000 EVO RGB,jonsbo-cr-1000-evo-rgb,,Trung Quốc,CN,Tản Nhiệt Khí Tháp Đơn | Tản Quốc Dân 300k,CPU Fan Header,3,Manual curated sheet,,MANUAL,,,,,60,3,50,78,70,0,9,"{""raw_key_specs"":""Tản Nhiệt Khí Tháp Đơn | Tản Quốc Dân 300k"",""socket_slot"":""CPU Fan Header"",""power_watts"":3,""cooler_type"":""AIR"",""header"":""CPU Fan Header""}","{""base_performance_score"":60,""base_power_watts"":3,""base_heat_score"":50,""base_reliability_score"":78,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
Cooling,COOLER,ID-Cooling,id-cooling,SE-214-XT ARGB,ID-Cooling SE-214-XT ARGB,id-cooling-se-214-xt-argb,,Trung Quốc,CN,Tản Nhiệt Khí Tầm Trung Giá Rẻ 250k,CPU Fan Header,3,Manual curated sheet,,MANUAL,,,,,50,3,55,78,70,0,9,"{""raw_key_specs"":""Tản Nhiệt Khí Tầm Trung Giá Rẻ 250k"",""socket_slot"":""CPU Fan Header"",""power_watts"":3,""cooler_type"":""AIR"",""header"":""CPU Fan Header""}","{""base_performance_score"":50,""base_power_watts"":3,""base_heat_score"":55,""base_reliability_score"":78,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
Cooling,COOLER,Arctic,arctic,Liquid Freezer III 360,Arctic Liquid Freezer III 360,arctic-liquid-freezer-iii-360,,Đức,DE,Tản Nước AIO Siêu Dày | Giải Nhiệt Cực Tốt,CPU Fan Header,12,Manual curated sheet,,MANUAL,,,,,88,12,36,78,70,0,9,"{""raw_key_specs"":""Tản Nước AIO Siêu Dày | Giải Nhiệt Cực Tốt"",""socket_slot"":""CPU Fan Header"",""power_watts"":12,""cooler_type"":""AIO"",""header"":""CPU Fan Header""}","{""base_performance_score"":88,""base_power_watts"":12,""base_heat_score"":36,""base_reliability_score"":78,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
Cooling,COOLER,Valkyrie,valkyrie,Syn 360 ARGB,Valkyrie Syn 360 ARGB,valkyrie-syn-360-argb,,Trung Quốc,CN,Tản Nước AIO Cao Cấp Có Màn Hình LCD Vuông,CPU Fan Header,16,Manual curated sheet,,MANUAL,,,,,88,16,36,78,70,0,9,"{""raw_key_specs"":""Tản Nước AIO Cao Cấp Có Màn Hình LCD Vuông"",""socket_slot"":""CPU Fan Header"",""power_watts"":16,""cooler_type"":""AIO"",""header"":""CPU Fan Header""}","{""base_performance_score"":88,""base_power_watts"":16,""base_heat_score"":36,""base_reliability_score"":78,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
Cooling,COOLER,VSP,vsp,V400 Plus,VSP V400 Plus,vsp-v400-plus,,Việt Nam,VN,Tản Khí Giá Rẻ Đèn LED Cố Định,CPU Fan Header,3,Manual curated sheet,,MANUAL,,,,,50,3,55,60,70,0,9,"{""raw_key_specs"":""Tản Khí Giá Rẻ Đèn LED Cố Định"",""socket_slot"":""CPU Fan Header"",""power_watts"":3,""cooler_type"":""AIR"",""header"":""CPU Fan Header""}","{""base_performance_score"":50,""base_power_watts"":3,""base_heat_score"":55,""base_reliability_score"":60,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":9}",,
PSU,PSU,Seasonic,seasonic,Focus GX-1000,Seasonic Focus GX-1000,seasonic-focus-gx-1000,,Đài Loan,TW,1000W | 80 Plus Gold | Full Modular,ATX Frame,1000,Manual curated sheet,,MANUAL,,,,,83,1000,45,96,70,0,8,"{""raw_key_specs"":""1000W | 80 Plus Gold | Full Modular"",""socket_slot"":""ATX Frame"",""power_watts"":1000,""wattage"":1000,""efficiency_rating"":""80 Plus Gold"",""psu_form_factor"":""ATX Frame""}","{""base_performance_score"":83,""base_power_watts"":1000,""base_heat_score"":45,""base_reliability_score"":96,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":8}",,
PSU,PSU,Corsair,corsair,RM850e ATX 3.0,Corsair RM850e ATX 3.0,corsair-rm850e-atx-3-0,,Mỹ,US,850W | 80 Plus Gold | Có Cổng PCIe 5.0 12VHPWR,ATX Frame,850,Manual curated sheet,,MANUAL,,,,,70,850,45,96,70,0,8,"{""raw_key_specs"":""850W | 80 Plus Gold | Có Cổng PCIe 5.0 12VHPWR"",""socket_slot"":""ATX Frame"",""power_watts"":850,""wattage"":850,""efficiency_rating"":""80 Plus Gold"",""psu_form_factor"":""ATX Frame"",""pcie_12vhpwr_support"":true,""pcie_5_support"":true}","{""base_performance_score"":70,""base_power_watts"":850,""base_heat_score"":45,""base_reliability_score"":96,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":8}",,
PSU,PSU,Super Flower,super-flower,Leadex III Gold 750W,Super Flower Leadex III Gold 750W,super-flower-leadex-iii-gold-750w,,Đài Loan,TW,750W | 80 Plus Gold | Độ Bền Siêu Cao,ATX Frame,750,Manual curated sheet,,MANUAL,,,,,62,750,45,96,70,0,8,"{""raw_key_specs"":""750W | 80 Plus Gold | Độ Bền Siêu Cao"",""socket_slot"":""ATX Frame"",""power_watts"":750,""wattage"":750,""efficiency_rating"":""80 Plus Gold"",""psu_form_factor"":""ATX Frame""}","{""base_performance_score"":62,""base_power_watts"":750,""base_heat_score"":45,""base_reliability_score"":96,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":8}",,
PSU,PSU,Antec,antec,Atom Zen 550W,Antec Atom Zen 550W,antec-atom-zen-550w,,Mỹ,US,550W | Chuẩn Nguồn Thường Cho Máy Văn Phòng,ATX Frame,550,Manual curated sheet,,MANUAL,,,,,45,550,30,78,70,0,8,"{""raw_key_specs"":""550W | Chuẩn Nguồn Thường Cho Máy Văn Phòng"",""socket_slot"":""ATX Frame"",""power_watts"":550,""wattage"":550,""psu_form_factor"":""ATX Frame""}","{""base_performance_score"":45,""base_power_watts"":550,""base_heat_score"":30,""base_reliability_score"":78,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":8}",,
PSU,PSU,Xigmatek,xigmatek,X-Power III 650,Xigmatek X-Power III 650,xigmatek-x-power-iii-650,,Đài Loan,TW,650W | Nguồn Giá Rẻ Cho Cấu Hình Tầm Trung,ATX Frame,650,Manual curated sheet,,MANUAL,,,,,54,650,45,45,70,0,8,"{""raw_key_specs"":""650W | Nguồn Giá Rẻ Cho Cấu Hình Tầm Trung"",""socket_slot"":""ATX Frame"",""power_watts"":650,""wattage"":650,""psu_form_factor"":""ATX Frame""}","{""base_performance_score"":54,""base_power_watts"":650,""base_heat_score"":45,""base_reliability_score"":45,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":8}",,
PSU,PSU,Jetek,jetek,Star ST500,Jetek Star ST500,jetek-star-st500,,Việt Nam,VN,500W | Nguồn Cỏ Giá Rẻ Lắp Máy Văn Phòng,ATX Frame,500,Manual curated sheet,,MANUAL,,,,,41,500,30,45,70,0,8,"{""raw_key_specs"":""500W | Nguồn Cỏ Giá Rẻ Lắp Máy Văn Phòng"",""socket_slot"":""ATX Frame"",""power_watts"":500,""wattage"":500,""psu_form_factor"":""ATX Frame""}","{""base_performance_score"":41,""base_power_watts"":500,""base_heat_score"":30,""base_reliability_score"":45,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":8}",,
PSU,PSU,Aigo,aigo,VK650,Aigo VK650,aigo-vk650,,Trung Quốc,CN,650W | Nguồn Giá Rẻ Phổ Biến Trên Shopee,ATX Frame,650,Manual curated sheet,,MANUAL,,,,,54,650,45,45,70,0,8,"{""raw_key_specs"":""650W | Nguồn Giá Rẻ Phổ Biến Trên Shopee"",""socket_slot"":""ATX Frame"",""power_watts"":650,""wattage"":650,""psu_form_factor"":""ATX Frame""}","{""base_performance_score"":54,""base_power_watts"":650,""base_heat_score"":45,""base_reliability_score"":45,""used_demand_score"":70,""mining_popularity_score"":0,""depreciation_rate"":8}",,
Case,CASE,Lian Li,lian-li,O11 Dynamic EVO,Lian Li O11 Dynamic EVO,lian-li-o11-dynamic-evo,,Đài Loan,TW,Vỏ Máy Bể Cá Kính Cường Lực | Sang Trọng,ATX Case Form,0,Manual curated sheet,,MANUAL,,,,,55,0,20,80,82,0,10,"{""raw_key_specs"":""Vỏ Máy Bể Cá Kính Cường Lực | Sang Trọng"",""socket_slot"":""ATX Case Form"",""power_watts"":0,""form_factor_support"":""ATX Case Form""}","{""base_performance_score"":55,""base_power_watts"":0,""base_heat_score"":20,""base_reliability_score"":80,""used_demand_score"":82,""mining_popularity_score"":0,""depreciation_rate"":10}",,
